,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Founded,Founders,Investor,Year
2782,Bluepad,Online Media,Pre-seed,200000.0,Bangalore,A one-stop solution for aggregated content  in vernacular languages,2020.0,"Sanjyot Bhosale, Devakrishna Asokar, Kishore Garimella","Titan Capital, AngelList's syndicate",2021
2783,FloBiz,InfoTech & Services,Series B,31000000.0,Bangalore,Neobank for Growing SMBs. Simplify GST Billing & Accounting needs with myBillBook App.,2019.0,"Rahul Raj, Aditya Naik, Rakesh Yadav",Sequoia Capital India,2021
2784,Tummoc,Transportation,Seed,540000.0,Bangalore,Tummoc helps track and find actionable & accurate bus/metro/suburban rail intracity travel information.,2016.0,"Hiranmay Mallick, Monalisha Thakur, Narayan Mishra","Vineet Singh, Krishna D, Deependra Bisht, Alan Aim",2021
2785,Design Cafe,Design,Venture - Series Unknown,25000000.0,Bangalore,Design Cafe is on a mission to democratize good design for homes in India.,2015.0,"Shezan Bhojani, Gita Ramanan","Westbridge Capital, Sixth Sense Ventures",2021
2786,PayCardo,FinTech,Pre-seed,,Pune,A true Contactless & Cashless and secure payment system reducing cash dependency,2021.0,"Vivek Kumar Choubey, Vivek Kumar",MaGEHold,2021
2787,Aerchain,Tech,Pre-series A,3000000.0,Bangalore,Advance Source-to-Pay cycle to a new level with Artificial Intelligence!,2019.0,"Harsha Kadimisetty, Himavanth Jasti","Season Two Ventures, IndiaMart",2021
2788,Expertrons,E-learning,Venture - Series Unknown,,Mumbai,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,2019.0,"Jatin Solanki, Vivek Gupta","Kunal Shah, Anant Maheshwari",2021
2789,CuriousJr,E-learning,Seed,1000000.0,Gurugram,CuriousJr is a platform to answer kids' curiosity and prepare them for 21st-century skills.,2020.0,"Amit Shekhar, Janishar Ali, Mridul Ranjan Sahu","WaterBridge Ventures, Enzia Ventures",2021
2790,Wow! Momo,Food and Beverages,Series C,15000000.0,Kolkata,WOW! Momo is one of the fastest-growing food brands in India.,2008.0,"Binod Homagai, Sagar Daryani, Shah Miftaur Rahman",Tree Line Investment Management,2021
2791,Supertails,Consumer Services,Venture - Series Unknown,700000.0,Bangalore,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2021.0,"Vineet Khanna, Varun Sadana, Aman Tekriwal",Alteria Capital,2021
2792,LifeCell,Biotechnology,Venture - Series Unknown,30000000.0,Chennai,A building block of the team that preserves the building blocks of life,2004.0,S. Abhaya Kumar,Orbimed Asia Partners,2021
2793,ZestMoney,FinTech,Series C,50000000.0,Bangalore,"ZestMoney helps make it accessible for millions to upgrade, to enhance, to rise, while keeping it affordable.",2015.0,"Priya Sharma, Lizzie Chapman",Zip Co,2021
2794,FrontRow,E-learning,Series A,14000000.0,Bangalore,"FrontRow enables everyone to pursue their passions - get better, learn from the best and get noticed!",2020.0,"Shubhadit Sharma, Mikhil Raj, Ishaan Preet Singh","Eight Roads Ventures, GSV",2021
2795,HappyCredit,FinTech,Pre-seed,600000.0,Bangalore,"HappyCredit is on a mission to make online shopping delightful for 400mn bharat shoppers with credit, rewards, shopping inspiration and more.",2020.0,"Jitendra Kumar, Ashish Virmani","Kunal Shah, Krishna Kumar",2021
2796,Endimension,Healtcare,Seed,300000.0,Mumbai,Endimension Technology is a healthcare Artificial Intelligence startup incubated at IIT Bombay.,2018.0,"Bharadwaj Kss, Apparao MLV, Kurien Zacharia",Inflection Point Ventures,2021
2797,Frenzi,Online Media,Seed,,Mumbai,India’s Fastest Growing Streaming Social Network,2020.0,"Balkrishna Singh, Harvinderjit Singh Bhatia",SucSEED Indovation Fund,2021
2798,Leverage Edu,Higher Education,Venture - Series Unknown,,Delhi,India's Most Trusted Study Abroad Platform,2017.0,Akshay Chaturvedi,"Vijay Shekhar Sharma, Rohit Kapoor, Amanpreet Bajaj, Lalit Singh",2021
2799,BeepKart,Automotive,Seed,3000000.0,Bangalore,BeepKart is building a platform to digitize and organize the used two-wheeler market.,2020.0,"Hemir Doshi, Abhishek Saraf","Stellaris Venture Partners, Chiratae Ventures",2021
2800,Lio,Tech,Seed,5000000.0,Pune,"Lio is the one app for all data where you can create, keep records and track all the records",2020.0,Anupam Vijayvergia,"Lightspeed, Sequioa",2021
2801,TravClan,B2B Travel,Pre-series A,2200000.0,Delhi,A mission to solve a genuine problem faced by millions of travel entrepreneurs across the world.,2018.0,"Arun Bagaria, Ashish Thapliyal",TheVentures,2021
2802,WickedGud,Food and Beverages,Pre-seed,340000.0,Mumbai,A mission to make every day eating guilt-free and change the way the world consumes comfort foods.,2021.0,Bhuman Dani,"Titan Capital, Archana Priyadarshini, Gaurav Ahuja",2021
2803,Enercomp,InfoTech & Services,Venture - Series Unknown,200000.0,Ahmedabad,Enercomp Solutions Pvt Ltd provide drone based economically viable solutions for different sectors to improve efficiency and accuracy.,2013.0,SURESH SHAHDADPURI,ah! Ventures,2021
2804,BetterPlace,InfoTech & Services,Series C,24000000.0,Bangalore,"BetterPlace is India’s largest technology platform delivering digital solutions for blue-collar workforce management, throughout the entire value chain.",2014.0,Pravin Agarwala,"Jungle Ventures, CX Partners",2021
2805,Medpho,HealthTech,Venture - Series Unknown,1000000.0,Noida,Medpho is a healthcare service provider in India that connects doctors and patients at the click of a call.,2021.0,Shashank Saini,"Cygnus Medicare Group, Probal Ghoshal, Shuchin Bajaj",2021
2806,LivQuik Technology,FinTech,Venture - Series Unknown,4000000.0,Mumbai,LivQuik’s vision is to enable the efficient movement of money.,2012.0,Mohit Lalvani,M2P Fintech,2021
2807,EventBeep,EdTech,Venture - Series Unknown,,Pune,An inclusive community where students are inspired and empowered to reach their full potential,2019.0,"Saurabh Mangrulkar, Rakhi Pal, Venkatesh Prasad","SucSEED  Indovation Fund, Uincept, Palimala Ventures",2021
2808,GTM Buddy,Tech,Seed,2000000.0,Hyderabad,Just-in-time Sales Enablement Platform,2020.0,"Sreedhar Peddineni, Santa Thounaojam, Sundar Vellaichamy, Chandramani Tiwary",Stellaris Venture Partners,2021
2809,Gobbly,Retail,Pre-series A,900000.0,Gurugram,A 24x7 automated retail store filled with daily essentials.,2019.0,"Ankur Agarwal, Amit Ahuja","Anicut Angel Fund, Sauce.VC",2021
2810,HexaHealth,HealthTech,Seed,4500000.0,Mumbai,H2D is the most trusted online platform that connects the finest experts with people aspiring to achieve their Health Goals in a holistic way,2019.0,"Vikas Chauhan, Ankur Gigras, Dr Aman Priya Khanna","Omidyar Network India, Chiratae Ventures",2021
2811,Eupheus Learning,E-learning,Series C,10000000.0,Delhi,Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes,2017.0,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Lightrock India,2021
2812,Easiloan,FinTech,Venture - Series Unknown,1000000.0,Mumbai,"A Fintech startup, offering fast & easy digital processing of Home Loans in a completely reimagined and delightful way.",2020.0,"Pramod Kathuria, Vishal Dawda",Tomorrow Capital,2021
2813,Anar,InfoTech & Services,Seed,6200000.0,Mumbai,Anar Business Community App is a platform where businesses can create their free profile and grow their business network all over India.,2019.0,"Nishank Jain, Sanjay Bhat","Elevation Capital, Accel India",2021
2814,Shadez,Consumer Services,Pre-series A,200000.0,Mumbai,"Smart painting process, latest automatic tools and professional painters make the process faster than any other conventional process of painting .",2019.0,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,2021
2815,Vahan,InfoTech & Services,Series A,8000000.0,Bangalore,"Help companies such as Zomato, Swiggy, Flipkart, Uber, Shadowfax etc. hire blue-collar workers and are on track to become India's largest recruitment platform.",2016.0,Madhav Krishna,Khosla Ventures,2021
2816,MPL,sports,Series E,,Bangalore,"Mobile Premier League (MPL), is India’s largest eSports and mobile gaming platform, with over 50+ games on its app on iOS and Android, and over 60 million users in India.",2018.0,"Sai Srinivas Kiran GV, Shubh Malhotra",Legatum Capital,2021
2817,Tinkerly,EdTech,Venture - Series Unknown,800000.0,Jaipur,"A STEM learning online-offline solutions provider that makes STEM learning & Coding fun and interesting with superior pedagogy, blended learning, and play-based curriculum.",2015.0,"O.P. Godara, Vivek Pathak, Kapil Arya, Sharad Bansal",Navneet Education,2021
2818,Godamwale,Logistics,Venture - Series Unknown,,Mumbai,Godamwale is tech enabled integrated logistics company providing end to end supply chain solutions.,2016.0,"Basant Kumar, Vivek Tiwari, Ranbir Nandan",1000000	#REF!,2021
2819,Artium Academy,Music,Seed,750000.0,Mumbai,Artium Academy is an Online Music Education platform that makes learning fun and accessible to people of all ages.,2021.0,"Ashish Joshi, Nithya Sudhir","Sonu Nigam, Whiteboard Capital",2021
2820,Awon GameZ,Gaming,Seed,2000000.0,Noida,"An online platform on which developers can host their games and gamers can come together as a community to enjoy experiences, compete, challenge and win!",2020.0,Amardeep Bajpai,Aditya Duggar,2021
2821,Ayu Health,"Health, Wellness & Fitness",Series A,6300000.0,Bangalore,Ayu Health is a network of high quality hospitals focused on providing high quality healthcare for all.,2019.0,"Himesh Joshi, Arijit Gupta, Karan Gupta","Vertex Ventures, Stellaris Venture Partners",2021
2822,Apna,Recruitment,Series C,100000000.0,Bangalore,India's largest professional networking & job opportunities platform for the rising workforce.,2019.0,Nirmit Parikh,Tiger Global,2021
2823,BharatAgri,AgriTech,Series A,6500000.0,Bangalore,Provide personalized farm solution to the farmers. Only app to provide actionable insights based on weather changes.,2017.0,"Sai Gole, Siddharth Dialani","Omnivore, India Quotient",2021
2824,Flatheads,Fashion,Pre-series A,1000000.0,Bangalore,Flatheads are an enthusiastic team of young professionals building a retail brand in the casual footwear space.,2018.0,"Utkarsh Biradar, Ganesh Balakrishnan","We Founder Circle, Dexter Angels",2021
2825,Boutique Spirit Brands,Wine & Spirits,Venture - Series Unknown,10000000.0,Delhi,Boutique Spirit Brands is a leading Brand creation & manufacturing company of Branded alcoholic beverages in India.,2016.0,Rahul Gagerna,"IIFL﻿, ﻿Anicut Angel Fund﻿, ﻿Kae Capital﻿, TradeCred",2021
2826,eShipz,Tech,Venture - Series Unknown,700000.0,Bangalore,Digital Shipping Platform for Creating best Pre & Post Shipping Experiences to Brands and Enterprise Customers. and help grow their business by 5X with automation & cloud technology.,2019.0,"Shashi S Tripathi, Shivadeep Mahadi, Ajaykumar R","Indian Angel Network, Axilor",2021
2827,Pine Labs,InfoTech & Services,Venture - Series Unknown,100000000.0,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,1998.0,Amrish Rau,Invesco Developing Markets Fund,2021
2828,Paytail,FinTech,Seed,1500000.0,Delhi,Paytail is revolutionizing the offline commerce by enabling instant paperless EMI's to consumers,2020.0,"AMIT CHATURVEDI, Vikas Garg",Cholamandalam,2021
2829,4Fin,FinTech,Pre-seed,1100000.0,Pune,4Fin is a Fintech Platform catering to needs of Smart Bharat.,2021.0,"Amit Tewary, Ajit Sinha",Curesense Therapeutics,2021
2830,Atomberg Technologies,Consumer Electronics,Venture - Series Unknown,,Mumbai,A maker of energy-efficient smart fans,2012.0,"Manoj Meena, Sibabrata Das",Ka Enterprises,2021
2831,Genext Students,EdTech,Venture - Series Unknown,,Mumbai,"LIVE online classes with expert tutors for K-12 for CBSE, ICSE and State Boards.",2013.0,"Ali Asgar Kagzi, Piyush Dhanuka",Navneet Education,2021
2832,immunitoAI,Biotechnology,Seed,1000000.0,Bangalore,Perform Antibody Discovery using Artificial Intelligence.,2020.0,"Aridni Shah, Trisha Chatterjee",pi Ventures,2021
2833,GameEon Studios,Computer Games,Venture - Series Unknown,320000.0,Mumbai,"GameEon is based in the sleepless city of Mumbai, India and deals mainly in game development.",2013.0,Nikhil Malankar,Mumbai Angels Network,2021
2834,Farmers Fresh Zone,AgriTech,Pre-series A,800000.0,Kochi,D2C Health and Wellness Brand for Fresh and Safe Fruits and Vegetables from farmers through traceable Supply Chain,2015.0,Pradeep PS,"IAN Fund, Malabar Angel Network, Native Angel Network",2021
2835,Anveshan,Food Production,Seed,500000.0,Bangalore,Revolutionizing the food industry through technology by providing high-quality traceable food products,2019.0,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa","DSG Consumer Partners, Titan Capital",2021
2836,OckyPocky,EdTech,Seed,,Gurugram,OckyPocky is India's 1st interactive English learning app for preschool kids.,2015.0,Amit Agrawal,"Sujeet Kumar, SucSEED Indovation Fund",2021
2837,Coutloot,Consumer Services,Pre-series,8000000.0,Mumbai,"Empowering local markets to sell online socially, our mission is to bring 25M sellers online by 2023",2016.0,"Mahima Kaul, Jasmeet Thind","Ameba Capital, 9Unicorns",2021
2838,Nova Benefits,"Health, Wellness & Fitness",Series A,10000000.0,Bangalore,Nova Benefits is the one stop tech platform for providing the best health and wellness benefits to employees.,2020.0,"Saransh Garg, Yash Gupta","Susquehanna International Group, Bessemer Venture Partners",2021
2839,HomeLane,Interior Design,Series E,50000000.0,Bangalore,"Tech-empowered teams have delivered over 20,000 homes across 16 cities over the last 7 years.",2014.0,Srikanth Iyer,"IIFL AMC, Oman India Joint Investment Fund",2021
2840,Lido Learning,E-learning,Venture - Series Unknown,10000000.0,Mumbai,LIDO is an  ed-tech company revolutionizing formal classroom education through a unique and immersive online classroom for every child in India.,2019.0,Sahil Sheth,Unilazer Ventures,2021
2841,Jar,FinTech,Pre-series A,4500000.0,Bangalore,A daily gold-savings app that saves spare change & auto-invests.,2021.0,"Nishchay AG, Misbah Ashraf","Tribe Capital, Arkam Ventures, WEH, Kunal Shah",2021
2842,Peppermint,AI,Venture - Series Unknown,600000.0,Pune,Intelligent Housekeeping Robots for public and working spaces,2019.0,"Runal Dahiwade, Miraj C Vora","Venture Catalysts, Indian Angel Network",2021
2843,moneyHOP,FinTech,Seed,1200000.0,London,moneyHOP is India’s first cross-border neo bank.,2018.0,Mayank Goyal,,2021
2844,Codingal,EdTech,Seed,1200000.0,Bangalore,Codingal is on a mission to inspire school kids to fall in love with coding. Backed by Y Combinator!,2020.0,"Vivek Prakash, Satyam Baranwal",,2021
2845,Skit,AI,Series B,23000000.0,Bangalore,Enabling enterprises to automate their contact centre operations using Voice AI.,2016.0,"Sourabh Gupta, Akshay Deshraj",Westbridge Capital,2021
2846,Peak,"Manchester, Greater Manchester",Series C,75000000.0,Information Technology & Services,Peak helps the world's smartest companies put the power of AI at the center of all commercial decision making with Decision Intelligence,2014.0,Atul Sharma,SoftBank Vision Fund 2,2021
2847,REVOS,Automotive,Series A,4000000.0,Bangalore,REVOS is a smart mobility platform that empowers all 2 and 3 wheeler vehicles through AI-integrated IoT  solutions,2017.0,"Mohit Yadav, Jyotrian Jan Harichandran",,2021
